Campus,Year,Building,Room,RoomType,Start,End
UBCV,2023-2024,SWNG,210,General,2024-03-26 13:00,2024-03-26 14:00
UBCV,2023-2024,SWNG,210,General,2024-03-26 17:00,2024-03-26 17:30
UBCV,2023-2024,SWNG,210,General,2024-03-26 19:30,2024-03-26 22:00
UBCV,2023-2024,SWNG,210,General,2024-03-27 07:00,2024-03-27 10:00
UBCV,2023-2024,SWNG,210,General,2024-03-27 13:00,2024-03-27 14:00
UBCV,2023-2024,SWNG,210,General,2024-03-27 16:00,2024-03-27 22:00
UBCV,2023-2024,SWNG,210,General,2024-03-28 07:00,2024-03-28 14:00
UBCV,2023-2024,SWNG,210,General,2024-03-28 17:00,2024-03-28 22:00
UBCV,2023-2024,SWNG,210,General,2024-03-29 07:00,2024-03-29 11:30
UBCV,2023-2024,SWNG,210,General,2024-03-29 15:00,2024-03-29 22:00
UBCV,2023-2024,SWNG,210,General,2024-03-30 07:00,2024-03-30 22:00
UBCV,2023-2024,SWNG,210,General,2024-03-31 07:00,2024-03-31 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-18 07:00,2024-03-18 09:00
UBCV,2023-2024,SWNG,308,General,2024-03-18 16:00,2024-03-18 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-19 07:00,2024-03-19 09:30
UBCV,2023-2024,SWNG,308,General,2024-03-19 12:00,2024-03-19 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-20 07:00,2024-03-20 09:00
UBCV,2023-2024,SWNG,308,General,2024-03-20 16:00,2024-03-20 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-21 07:00,2024-03-21 09:30
UBCV,2023-2024,SWNG,308,General,2024-03-21 11:00,2024-03-21 11:30
UBCV,2023-2024,SWNG,308,General,2024-03-21 12:30,2024-03-21 14:00
UBCV,2023-2024,SWNG,308,General,2024-03-21 16:00,2024-03-21 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-22 07:00,2024-03-22 09:00
UBCV,2023-2024,SWNG,308,General,2024-03-22 16:00,2024-03-22 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-23 07:00,2024-03-23 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-24 07:00,2024-03-24 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-25 07:00,2024-03-25 09:00
UBCV,2023-2024,SWNG,308,General,2024-03-25 16:00,2024-03-25 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-26 07:00,2024-03-26 09:30
UBCV,2023-2024,SWNG,308,General,2024-03-26 12:00,2024-03-26 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-27 07:00,2024-03-27 09:00
UBCV,2023-2024,SWNG,308,General,2024-03-27 16:00,2024-03-27 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-28 07:00,2024-03-28 09:30
UBCV,2023-2024,SWNG,308,General,2024-03-28 11:00,2024-03-28 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-29 07:00,2024-03-29 09:00
UBCV,2023-2024,SWNG,308,General,2024-03-29 16:00,2024-03-29 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-30 07:00,2024-03-30 22:00
UBCV,2023-2024,SWNG,308,General,2024-03-31 07:00,2024-03-31 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-18 07:00,2024-03-18 11:00
UBCV,2023-2024,SWNG,406,General,2024-03-18 16:00,2024-03-18 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-19 07:00,2024-03-19 09:30
UBCV,2023-2024,SWNG,406,General,2024-03-19 11:00,2024-03-19 13:00
UBCV,2023-2024,SWNG,406,General,2024-03-19 16:00,2024-03-19 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-20 07:00,2024-03-20 11:00
UBCV,2023-2024,SWNG,406,General,2024-03-20 16:00,2024-03-20 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-21 07:00,2024-03-21 09:30
UBCV,2023-2024,SWNG,406,General,2024-03-21 11:00,2024-03-21 11:30
UBCV,2023-2024,SWNG,406,General,2024-03-21 12:30,2024-03-21 14:00
UBCV,2023-2024,SWNG,406,General,2024-03-21 17:00,2024-03-21 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-22 07:00,2024-03-22 11:00
UBCV,2023-2024,SWNG,406,General,2024-03-22 16:00,2024-03-22 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-23 07:00,2024-03-23 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-24 07:00,2024-03-24 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-25 07:00,2024-03-25 11:00
UBCV,2023-2024,SWNG,406,General,2024-03-25 16:00,2024-03-25 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-26 07:00,2024-03-26 09:30
UBCV,2023-2024,SWNG,406,General,2024-03-26 11:00,2024-03-26 13:00
UBCV,2023-2024,SWNG,406,General,2024-03-26 16:00,2024-03-26 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-27 07:00,2024-03-27 11:00
UBCV,2023-2024,SWNG,406,General,2024-03-27 16:00,2024-03-27 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-28 07:00,2024-03-28 09:30
UBCV,2023-2024,SWNG,406,General,2024-03-28 11:00,2024-03-28 14:00
UBCV,2023-2024,SWNG,406,General,2024-03-28 17:00,2024-03-28 22:00
UBCV,2023-2024,SWNG,406,General,2024-03-29 07:00,2024-03-29 11:00
