Campus,Year,Building,Room,RoomType,Start,End
UBCV,2023-2024,ALRD,112,General,2024-01-19 07:00,2024-01-19 09:30
UBCV,2023-2024,ALRD,112,General,2024-01-19 12:30,2024-01-19 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-20 07:00,2024-01-20 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-21 07:00,2024-01-21 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-22 07:00,2024-01-22 09:30
UBCV,2023-2024,ALRD,112,General,2024-01-22 12:30,2024-01-22 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-23 07:00,2024-01-23 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-24 07:00,2024-01-24 09:30
UBCV,2023-2024,ALRD,112,General,2024-01-24 12:30,2024-01-24 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-25 07:00,2024-01-25 09:30
UBCV,2023-2024,ALRD,112,General,2024-01-25 12:30,2024-01-25 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-26 07:00,2024-01-26 09:30
UBCV,2023-2024,ALRD,112,General,2024-01-26 12:30,2024-01-26 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-27 07:00,2024-01-27 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-28 07:00,2024-01-28 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-29 07:00,2024-01-29 09:30
UBCV,2023-2024,ALRD,112,General,2024-01-29 12:30,2024-01-29 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-30 07:00,2024-01-30 22:00
UBCV,2023-2024,ALRD,112,General,2024-01-31 07:00,2024-01-31 09:30
UBCV,2023-2024,ALRD,112,General,2024-01-31 12:30,2024-01-31 22:00
UBCV,2023-2024,ALRD,112,General,2024-02-01 07:00,2024-02-01 09:30
UBCV,2023-2024,ALRD,112,General,2024-02-01 12:30,2024-02-01 22:00
UBCV,2023-2024,ALRD,112,General,2024-02-02 07:00,2024-02-02 09:30
UBCV,2023-2024,ALRD,112,General,2024-02-02 12:30,2024-02-02 22:00
UBCV,2023-2024,ALRD,112,General,2024-02-03 07:00,2024-02-03 22:00
UBCV,2023-2024,ALRD,112,General,2024-02-04 07:00,2024-02-04 22:00
